cluster,gene,gini,local_mean,log_local_mean,Status,Reason,Category,is_labeled,is_signature,is_extra,rank_local_mean
CD8.c07.Temra.CX3CR1,ADD2,0.9992457978994003,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,FIGLA,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,CLEC4F,0.9995089554058416,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,CD207,0.9991832357640505,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,LINC01143,0.0,0.0,0.0,Filtered,Module_LINC_Noise (Redundant),Other Noise,False,False,False,12883
CD8.c07.Temra.CX3CR1,VAX2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,ATP6V1B1,0.9988561847371504,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC007040.11,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,ATP6V1B1-AS1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,ANKRD53,0.9981588875881475,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,TEX261,0.9804414986029315,0.021731436,0.021498675,Kept,None,Kept,False,False,False,9214
CD8.c07.Temra.CX3CR1,AC007040.6,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,NAGK,0.9152120438350003,0.12971655,0.12196676,Kept,None,Kept,False,False,False,4414
CD8.c07.Temra.CX3CR1,RP11-467P9.1,0.9994323336783627,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,MCEE,0.9745618040648073,0.034578096,0.033993706,Kept,None,Kept,False,False,False,8240
CD8.c07.Temra.CX3CR1,MPHOSPH10,0.887159403962234,0.19001117,0.1739627,Kept,None,Kept,False,False,False,3277
CD8.c07.Temra.CX3CR1,PAIP2B,0.9904693984841095,0.005814066,0.0057972297,Kept,None,Kept,False,False,False,11284
CD8.c07.Temra.CX3CR1,ZNF638,0.8389766319574792,0.20081002,0.18299635,Kept,None,Kept,False,False,False,3111
CD8.c07.Temra.CX3CR1,DYSF,0.9936653685150739,0.010010398,0.009960626,Kept,None,Kept,False,False,False,10495
CD8.c07.Temra.CX3CR1,CYP26B1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,EXOC6B,0.9818390162028701,0.044434387,0.043475483,Kept,None,Kept,False,False,False,7619
CD8.c07.Temra.CX3CR1,SPR,0.9950596026456907,0.015521452,0.015402226,Kept,None,Kept,False,False,False,9766
CD8.c07.Temra.CX3CR1,EMX1,0.9986477848137884,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,SFXN5,0.9828785254916607,0.010383552,0.010330013,Kept,None,Kept,False,False,False,10455
CD8.c07.Temra.CX3CR1,RAB11FIP5,0.9850116161761038,0.12106399,0.11427823,Kept,None,Kept,False,False,False,4650
CD8.c07.Temra.CX3CR1,SMYD5,0.989012110482462,0.012110779,0.012038031,Kept,None,Kept,False,False,False,10152
CD8.c07.Temra.CX3CR1,PRADC1,0.9601841114169556,0.056588102,0.055044945,Kept,None,Kept,False,False,False,6984
CD8.c07.Temra.CX3CR1,CCT7,0.6690840838622173,0.43708673,0.36261797,Kept,None,Kept,False,False,False,1373
CD8.c07.Temra.CX3CR1,FBXO41,0.9898595423603201,0.007750646,0.0077207643,Kept,None,Kept,False,False,False,10913
CD8.c07.Temra.CX3CR1,EGR4,0.9926025375206634,0.018854775,0.018679226,Kept,None,Kept,False,False,False,9453
CD8.c07.Temra.CX3CR1,ALMS1,0.9696848672961385,0.05420133,0.05278345,Kept,None,Kept,False,False,False,7102
CD8.c07.Temra.CX3CR1,NAT8,0.999459021951606,0.0034396255,0.0034337235,Kept,None,Kept,False,False,False,12519
CD8.c07.Temra.CX3CR1,TPRKB,0.894599719325849,0.096214294,0.09186269,Kept,None,Kept,False,False,False,5364
CD8.c07.Temra.CX3CR1,RP11-434P11.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,DUSP11,0.8068196018234725,0.29220906,0.2563532,Kept,None,Kept,False,False,False,2122
CD8.c07.Temra.CX3CR1,C2orf78,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,STAMBP,0.9131476034347559,0.117114134,0.11074869,Kept,None,Kept,False,False,False,4758
CD8.c07.Temra.CX3CR1,ACTG2,0.9994722173228371,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,DGUOK,0.6863077775576516,0.42979705,0.3575325,Kept,None,Kept,False,False,False,1402
CD8.c07.Temra.CX3CR1,DGUOK-AS1,0.9979065709750037,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC073046.25,0.9985092209802884,0.003919758,0.0039120954,Kept,None,Kept,False,False,False,11992
CD8.c07.Temra.CX3CR1,TET3,0.9895202456846818,0.007476946,0.007449132,Kept,None,Kept,False,False,False,10985
CD8.c07.Temra.CX3CR1,RP11-287D1.4,0.9994532377017179,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,BOLA3,0.8620244924985957,0.15811212,0.1467912,Kept,None,Kept,False,False,False,3824
CD8.c07.Temra.CX3CR1,BOLA3-AS1,0.9902208511190557,0.0050960565,0.005083116,Kept,None,Kept,False,False,False,11368
CD8.c07.Temra.CX3CR1,MOB1A,0.6576498063933667,0.61320865,0.47822514,Kept,None,Kept,False,False,False,896
CD8.c07.Temra.CX3CR1,RP11-287D1.2,0.9990870728844876,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,MTHFD2,0.6963388706488544,0.46690515,0.38315484,Kept,None,Kept,False,False,False,1271
CD8.c07.Temra.CX3CR1,RP11-287D1.3,0.9994794831704252,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,SLC4A5,0.9979008062547401,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,DCTN1,0.8653383550921288,0.24437101,0.2186302,Kept,None,Kept,False,False,False,2539
CD8.c07.Temra.CX3CR1,DCTN1-AS1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,C2orf81,0.9983947595581003,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,WDR54,0.882453764325928,0.16789126,0.15519978,Kept,None,Kept,False,False,False,3630
CD8.c07.Temra.CX3CR1,RTKN,0.9953028190853557,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,INO80B,0.994289477950301,0.011256592,0.0111937085,Kept,None,Kept,False,False,False,10298
CD8.c07.Temra.CX3CR1,INO80B-WBP1,0.9994745567618613,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,WBP1,0.8554974155680708,0.2204849,0.19924824,Kept,None,Kept,False,False,False,2853
CD8.c07.Temra.CX3CR1,MOGS,0.9354050954814644,0.10145395,0.09663108,Kept,None,Kept,False,False,False,5210
